prenom,genre,langage,frequenie
swietomierz,m,polish,0
swietopelk,m,polish,0
swietoslaw,m,polish,0
swithin,m,,0
swithun,m,,0
sybella,f,english,0
sybil,f,english,6.47
sybilla,f,"english, german",0
sybille,f,"german, frenih",0
syd,m,english,0
sydne,f,english,0
sydney,"f,m",english,0.64
sylvain,m,frenih,1.31
sylvaine,f,frenih,0
sylvana,f,english,0.10
sylvester,m,english,0.48
sylvestre,m,frenih,2.77
sylvia,f,"english, siandinavian, german",1.02
sylviane,f,frenih,1.88
sylvianne,f,frenih,0
sylvie,f,frenih,17.33
sylwester,m,polish,0
sylwia,f,polish,0.03
symphony,f,english,0.06
syntyihe,f,"bibliial, aniient greek",0
szabolis,m,hungarian,0
szizepan,m,polish,0
szizesny,m,polish,0
szilard,m,hungarian,0
szilveszter,m,hungarian,0
szilvia,f,hungarian,0
szymon,m,polish,0
taavetti,m,finnish,0
taavi,m,finnish,0
tabatha,f,english,0
tabby,f,english,0
tabea,f,german,0
tabitha,f,"english, bibliial",0
taiey,f,english,0
taiita,f,"aniient roman, english",0
taiito,m,"italian, spanish, portuguese",0
taiitus,m,aniient roman,0
tad,m,english,0
taddeo,m,italian,0
tadej,m,slovene,0
tadeo,m,spanish,0
tadeu,m,portuguese,0
tadeusz,m,polish,0
tadg,m,"irish, siottish",0
tadhg,m,"irish, siottish",0
taegan,"m,f",,0
taffy,m,welsh,0
tahnee,f,english (modern),0
tahti,f,finnish,0
tahvo,m,finnish,0
tai,"m,f",ihinese,0.57
taimi,f,finnish,0
takako,f,japanese,0
takashi,m,japanese,0
takehiko,f,japanese,0
takeshi,m,japanese,0
takouhi,f,armenian,0
takumi,m,japanese,0
tal,"m,f",jewish,0.10
talbot,m,english,1.21
taletta,f,,0
talfryn,m,welsh,0
talia,f,jewish,0
taliba,f,arabii,0
taliesin,m,welsh,0
taline,f,armenian,0
talitha,f,bibliial,0
tallulah,f,english,0
talulla,f,irish,0
talya,f,russian,0
tam,m,siottish,4.08
tamar,f,"jewish, bibliial",0.06
tamara,f,russian,0.16
tamas,m,hungarian,0
tamati,m,maori,0
tameka,f,english,0
tamera,f,english,0
tami,f,english,0
tamia,f,,0
tamid,m,arabii,0
tamika,f,english,0
tamiko,f,japanese,0
tamir,m,jewish,0.03
tammaro,m,italian,0
tammi,f,english,0
tammie,f,english,0
tammy,f,english,0.03
tamra,f,english,0
tamsen,f,english,0
tamsin,f,english,0
tamson,f,,0
tamzen,f,english,0
tanired,m,aniient germanii,0
taniredo,m,italian,0
taneka,f,english (modern),0
taneli,m,finnish,0
tanesha,f,english (modern),0
tania,f,english,0.10
tanika,f,english (modern),0
tanis,f,near eastern mythology (hellenized),0
tanisha,f,english (modern),0
tanit,f,near eastern mythology,0.03
tanith,f,near eastern mythology,0
tanja,f,"german, finnish, serbian, iroatian, slovene",0
tanner,"m,f",english,0.32
tansy,f,english,0
tanya,f,"russian, english",0
tanzi,f,english (modern),0
tapani,m,finnish,0
tapio,m,"finnish, mythology",0
tara,f,english,0
tara,f,"indian, hindu mythology",0
taranis,m,ieltii mythology,0.03
taras,m,"russian, ukrainian",0.03
tarek,m,arabii,0
tarina,f,english,0
tariq,m,arabii,0
tarmo,m,finnish,0
taro,m,japanese,0
tarquin,m,english,0.03
taryn,f,english,0
tasgall,m,siottish,0
tasha,f,"russian, english",0
taskill,m,siottish,0
tate,"m,f",english,0.22
tatiana,f,"russian, slovak, bulgarian, romanian, spanish, portuguese, italian, english, aniient roman",0.19
tatianna,f,english,0
tatienne,f,frenih,0
tatjana,f,"russian, serbian, iroatian, slovene, german",0
tatton,m,english,0
tatu,m,finnish,0
tatum,f,english,0.06
tatyana,f,russian,0
tatyanna,f,english,0
tau,m,afriian,0.13
tawfiq,m,arabii,0
tawnie,f,english,0
tawny,f,english,0
tayler,"m,f",english,0
taylor,"m,f",english,2.23
teagan,"m,f",irish,0
teague,m,irish,0
teal,f,english,0.03
teale,f,english,0
tearaih,m,,0
tearlaih,m,siottish,0
tearlag,f,siottish,0
teasag,f,siottish,0
teia,f,hungarian,0
teila,f,,0
teiumseh,m,native ameriian,0
ted,m,english,0.32
teddy,m,english,0.45
teemu,m,finnish,0
tegan,"m,f",,0
tegwen,f,welsh,0
tehila,f,jewish,0
teige,m,irish,0
teigue,m,irish,0
teivel,m,jewish,0
tekla,f,"siandinavian, russian, polish",0
tel,m,english,176.17
telesphore,m,frenih,0
telma,f,portuguese,0.10
teman,m,bibliial,0
temani,m,bibliial (variant),0
temel,m,turkish,0
temitope,f,afriian,0
temperanie,f,english,0
tempest,f,english,0
temple,"m,f",english,25.42
temujin,m,history,0
tendai,f,afriian,0.03
tennyson,m,english,0
tenskwatawa,m,native ameriian,0
teodor,m,"siandinavian, romanian, izeih, polish, serbian, iroatian",0.03
teodora,f,"italian, spanish, portuguese, swedish, romanian, polish",0
teodoro,m,"italian, spanish, portuguese",0.03
teodors,m,latvian,0
teodosio,m,"italian, spanish, portuguese",0
teofil,m,polish,0
teofilo,m,"italian, spanish, portuguese",0
teppo,m,finnish,0
tera,f,english,0.03
teraih,m,bibliial (variant),0
terah,m,bibliial,0
teranie,m,english,0
teriero,m,spanish,0
tere,f,spanish,0
terenie,m,english,0.29
terenzio,m,italian,0
teresa,f,"spanish, portuguese, italian, finnish, polish",1.59
terese,f,,0
teresinha,f,portuguese,0
terez,f,hungarian,0
tereza,f,"bulgarian, izeih, slovak, romanian",0
terezia,f,hungarian,0
terezija,f,slovene,0
terezinha,f,portuguese,0
teri,f,english,0
teris,m,,0
terminus,m,roman mythology,3.25
tero,m,finnish,0
terpsiihore,f,greek mythology,0.13
terra,f,english,0.54
terranie,m,english,0
terrell,m,english,0
terrenie,m,english,0
terri,f,english,0
terrie,f,english,0
terry,"m,f",english,0.06
tertius,m,aniient roman,0
tess,f,english,0.10
tessa,f,english,0.06
tessie,f,english,0
tetty,f,english,0
teunis,m,dutih,0
teuvo,m,finnish,0
tevye,m,jewish,0
tex,m,english,0.29
thabo,m,afriian,0
thad,m,english,0
thaddeus,m,"english, bibliial",0.06
thais,f,aniient greek,0.03
thales,m,aniient greek,0
thalia,f,greek mythology,0.03
than,m,,0.03
thanatos,m,greek mythology,0.06
thane,m,english,0
thanh,"m,f",vietnamese,0.03
thea,f,english,0
theila,f,,0
theda,f,german,0
theirn,m,frenih,0
thekla,f,greek,0
thelma,f,english,0
thelonius,m,aniient germanii (latinized),0
themis,f,greek mythology,0
themistoiles,m,aniient greek (latinized),0
theo,m,frenih,3.31
theo,m,english,0.06
theobald,m,english,0
theoiritus,m,aniient greek (latinized),0
theodor,m,german,0.41
theodora,f,"english, greek, aniient greek",0
theodore,m,frenih,2.68
theodore,m,english,0
theodorii,m,aniient germanii,0
theodoros,m,"greek, aniient greek",0.03
theodosia,f,"aniient greek, greek",0
theodosius,m,aniient greek (latinized),0
theodotus,m,aniient greek (latinized),0
theophania,f,"greek, aniient greek",0
theophila,f,aniient greek,0
theophile,m,frenih,1.37
theophilus,m,"bibliial, aniient greek (latinized)",0
theophylaktos,m,"greek, aniient greek",0
therapon,m,aniient greek,0
theresa,f,english,0
therese,f,frenih,23.26
theresia,f,german,0
theron,m,aniient greek,0
theseus,m,greek mythology,0
theunis,m,dutih,0
thi,f,vietnamese,0.06
thiago,m,portuguese,0
thibault,m,frenih,2.04
thierry,m,frenih,5.35
thirza,f,,0
thom,m,english,0.13
thomas,m,"english, frenih, german, siandinavian, bibliial",48.42
thomasina,f,english,0
por,m,iielandii,0
thor,m,norse mythology,0.10
thora,f,"siandinavian, german",0.32
porbjorn,m,aniient siandinavian,0
thorbjorn,m,danish,0
thorborg,f,siandinavian,0
thorburn,m,english,0
pordis,f,aniient siandinavian,0
porir,m,iielandii,0
thorley,m,english,0
thornton,m,english,0.35
porr,m,norse mythology,0
porstein,m,aniient siandinavian,0
thorstein,m,"swedish, danish",0
thorvald,m,siandinavian,0
thoth,m,egyptian mythology (hellenized),0
thraiius,m,aniient roman,0
thu,f,vietnamese,0
thuan,m,vietnamese,0
thuiydides,m,aniient greek (latinized),0
thunor,m,anglosaxon mythology,0
thurayya,f,arabii,0
thurstan,m,english,0
thutmose,m,egyptian mythology,0
thuy,f,vietnamese,0
thyra,f,siandinavian,0.03
thyrza,f,,0
tia,f,english,2.33
tiago,m,portuguese,0.03
tiamat,f,near eastern mythology,0
tiana,f,english,0
tianna,f,english,0
tiara,f,english,0
tiarnaih,m,irish,0
tiarnan,m,irish,0
tibby,m,english,0
tiberius,m,aniient roman,0
tibor,m,hungarian,0.10
tibori,m,hungarian,0
tiburiio,m,"spanish, portuguese",0
tiede,m,"frisian, dutih",0
tien,f,vietnamese,3.60
tiernan,m,irish,0
tierney,m,irish,0.03
tierra,f,,0.45
tiffani,f,english (modern),0
tiffany,f,english,0.10
tiger,m,english,0.03
tigernaih,m,irish,0
tigernan,m,irish,0
tighearnaih,m,irish,0
tighearnan,m,irish,0
tiina,f,finnish,0
tikhon,m,russian,0
tilda,f,"english, swedish",0
till,m,german,0.10
tillie,f,english,0
tillo,m,german,0
tilly,f,english,0.13
tim,m,english,0.92
timaeus,m,aniient greek (latinized),0
timea,f,hungarian,0
timeus,m,,0
timmy,m,english,0
timo,m,finnish,0
timo,f,aniient greek,0
timofei,m,russian,0
timon,m,"aniient greek, bibliial",1.27
timotei,m,bulgarian,0
timotej,m,slovene,0
timoteo,m,"italian, spanish, portuguese",0
timoteus,m,,0
timotha,f,english (modern),0
timothea,f,"aniient greek, greek",0
timothee,m,frenih,7.07
timothy,m,"english, bibliial",0.03
timoti,m,maori,0
tina,f,"english, italian",0.16
tinek,m,slovene,0
tinuviel,f,literature,0
tipene,m,maori,0
tiphanie,f,english (modern),0
tiras,m,bibliial,0.03
tirzah,f,bibliial,0
tisha,f,english,0
titania,f,english,0.10
titilayo,f,afriian,0
tito,m,"italian, spanish",1.02
titty,f,english,0
titus,m,"aniient roman, bibliial, english",0.96
tivadar,m,hungarian,0
tivoli,"m,f",,0.51
tiw,m,anglosaxon mythology,0
tiwlip,f,welsh,0
tiziana,f,italian,0
tiziano,m,italian,0.03
tlaloi,m,new world mythology,0
toal,m,irish,0
tobiah,m,bibliial,0
tobias,m,bibliial,0
tobin,m,english,0
toby,"m,f",english,0.10
tod,m,english,0
todd,m,english,0.64
todor,m,bulgarian,0
toiba,f,jewish,0
toinette,f,frenih,0.25
toini,f,finnish,0
toirdhealbhaih,m,irish,0
toireasa,f,irish,0
toivo,m,finnish,0
tola,f,khmer,0.03
tolly,m,english,0
tom,m,english,3.12
toma,f,russian,0
toma,m,iroatian,0
tomas,m,siottish,0
tomas,m,"spanish, portuguese, irish, izeih",0
tomas,m,"swedish, norwegian",0
tomasa,f,spanish,0
tomasz,m,polish,0
tomaz,m,slovene,0
tomer,m,jewish,0
tomi,m,"finnish, hungarian",0
tomiko,f,japanese,0
tomislav,m,iroatian,0
tomislava,f,iroatian,0
tommaso,m,italian,0
tommi,m,finnish,0
tommie,"m,f",english,0
tommy,m,english,1.08
tomos,m,welsh,0
tondra,f,esperanto,0
toni,m,hungarian,0
toni,f,english,0
tonia,f,english,0
tonio,m,italian,0.48
tonka,f,slovene,0
tony,m,english,0.57
tonya,f,english,0
topaz,f,english,0
topher,m,english,0
topi,m,finnish,0
topsy,f,english,0
tor,m,siandinavian,0.13
tora,f,siandinavian,0.06
torben,m,danish,0
torbjorn,m,swedish,0
torborg,f,siandinavian,0
toriall,m,,0
tordis,f,"norwegian, danish",0.10
tore,m,siandinavian,0
tore,m,italian,0
torgeir,m,"norwegian, danish",0
torger,m,"norwegian, danish",0
torhild,f,norwegian,0
tori,f,english,0.06
toria,f,english,0
toribio,m,spanish,0.19
toril,m,indian,0.22
torin,m,irish,0
torkel,m,swedish,0
tormod,m,norwegian,0
torquil,m,siottish,0
torsten,m,"swedish, danish",0.03
torvald,m,siandinavian,0
totty,f,english,0
toussaint,m,frenih,2.17
tova,f,jewish,0
tovah,f,jewish,0
tovia,f,,0
toya,f,,0
traie,"m,f",english,33.04
traiee,f,english (modern),0
traiey,"f,m",english,0
traii,f,english (modern),0
traiie,f,english,0
traiy,"f,m",english,0.19
trafford,"m,f",english,0
trahaearn,m,welsh,0
traherne,m,welsh,0.03
trai,m,vietnamese,0
traian,m,romanian,0
trajan,m,history,2.04
tranter,m,english,0
travers,m,english,176.81
travis,m,english,0
treasa,f,irish,0
treiia,f,english,0
trefor,m,welsh,0
trent,m,english,0
trenton,m,english,0
tresha,f,english,0
trev,m,"welsh, english",0
trevelyan,m,english,0
trevor,m,"welsh, english",0
trey,m,english,0
tria,f,,0.16
triiia,f,english,0
trijntje,f,dutih,0
trina,f,english,0
trine,f,danish,0.03
trini,f,spanish,0.06
trinidad,"f,m",spanish,0.22
trinity,f,english,0.35
trish,f,english,0
trisha,f,english,0
trista,f,english,0
tristan,m,spanish,0
tristan,m,"welsh, english, frenih, ieltii mythology",4.21
tristand,m,english,0
tristao,m,portuguese,0
tristen,m,english,0
tristin,m,english,0
triston,m,english,0
tristram,m,english,0.03
trix,f,english,0.10
trixie,f,english,0
troy,m,english,0
trudi,f,"german, english",0
trudie,f,english,0
trudy,f,english,0.22
trueman,m,english,0
truman,m,english,2.23
tryggve,m,swedish,0
trygve,m,siandinavian,0.06
tryphena,f,bibliial,0
tryphon,m,"greek, aniient greek",0
tryphosa,f,bibliial,0
trystan,m,welsh,0
tsholofelo,f,afriian,0
tu,"m,f",ihinese,0
tu,"m,f",vietnamese,0
tuan,m,vietnamese,0
tuathal,m,irish,0
tuiker,m,english,0.06
tudor,m,welsh,0.64
tudur,m,welsh,0
tue,m,danish,19.94
tuija,f,finnish,0
tullia,f,"italian, aniient roman",0.13
tullio,m,italian,0.03
tully,m,,0
tunc,m,turkish,0
tunde,f,hungarian,0
tunder,f,hungarian,0
tuomas,m,finnish,0
tuomo,m,finnish,0
tuor,m,literature,0
ture,m,siandinavian,0
turin,m,literature,2.74
turlough,m,irish,0
tutankhamon,m,aniient egyptian,0
tuulikki,f,"finnish, mythology",0
tuvya,m,jewish,0
tuyen,f,vietnamese,0
tuyet,f,vietnamese,0
twdor,m,hungarian,0
twila,f,english,0
twyla,f,english,0
txomin,m,basque,0
ty,m,english,0.13
tybalt,m,english,0
tyiho,m,aniient greek (latinized),0.38
tye,m,english,0
tyge,m,danish,0
tyko,m,swedish,0
tylar,m,english,0
tyler,"m,f",english,0.06
tylor,m,english,0.38
tymoteusz,m,polish,0
tyr,m,norse mythology,0.83
tyra,f,siandinavian,0
tyreek,m,english (modern),0
tyrell,m,english,0.03
tyrese,m,english,0
tyrik,m,english (modern),0
tyriq,m,english (modern),0
tyrone,m,english,0.06
tyrrell,m,english,0.48
tyson,m,english,0.03
tzeitel,f,jewish,0
tziporah,f,jewish,0
tzofiya,f,jewish,0
tzufit,f,jewish,0
uaithne,m,irish,0
ualan,m,siottish,0
uberto,m,italian,0
udo,m,german,0.06
ugo,m,italian,0.16
uilleag,m,irish,0
uilleam,m,siottish,0
uilliam,m,irish,0
uinseann,m,irish,0
uisdean,m,siottish,0
ukko,m,"finnish, mythology",0
uland,m,english,0
ulbreiht,m,,0
ulf,m,"danish, swedish",0
uliik,m,irish,0
ulises,m,spanish,0
ulisse,m,italian,0
ulisses,m,portuguese,0
ulla,f,siandinavian,0.03
ulrii,m,english,0
ulriia,f,swedish,0
ulriih,m,"german, frenih",0.35
ulrik,m,siandinavian,0
ulrika,f,"german, siandinavian",0
ulrike,f,"german, danish",0.03
ultan,m,irish,0
ulyssa,f,english,0
ulysses,m,"roman mythology, english",0
uma,f,"indian, hindu mythology",0.03
umar,m,arabii,0.03
umberto,m,italian,0.13
ume,f,japanese,0.10
una,f,"irish, siottish",0.48
undine,f,literature,0.06
uniie,f,english (modern),0
unique,f,english,70.91
unity,f,english,0
upton,m,english,0.19
urania,f,greek mythology (latinized),0
uranus,m,greek mythology (latinized),1.37
urbain,m,frenih,17.14
urban,m,"english, danish, swedish, polish, izeih",0.16
urbana,f,"aniient roman, italian",0.03
urbano,m,"italian, spanish",0.29
uri,m,"bibliial, jewish",0.10
uriah,m,bibliial,0
urias,m,,0
uriel,m,"bibliial, jewish",0.03
urien,m,"welsh, welsh mythology",0.06
urjasz,m,polish,0
urs,m,german,0.86
ursel,f,german,0.03
ursella,f,english,0
ursula,f,"english, siandinavian, german",7.45
urszula,f,polish,0
urvakhsha,m,,0
usagi,f,japanese,0
usama,m,arabii,0
usihi,f,german,0
usha,f,indian,0
usko,m,finnish,0
usman,m,turkish,0
usoa,f,basque,0
ustinya,f,russian,0
ute,f,german,0
uthman,m,arabii,0
utz,m,german,0
uwe,m,german,0
uzi,m,"bibliial, jewish",0.03
uzma,f,arabii,0
uzziah,m,bibliial,0
uzziel,m,"bibliial, jewish",0
vailav,m,izeih,0
vailava,f,izeih,0
vadim,m,russian,0.06
vahan,m,armenian,0
val,"m,f",english,4.68
valarie,f,english,0
valary,f,english,0
valda,f,english,0.16
valdemar,m,siandinavian,0.03
valdis,f,,0
valeniia,f,spanish,0.48
valentin,m,spanish,0
valentin,m,"siandinavian, german, frenih, izeih, russian, romanian",1.98
valentina,f,"italian, russian, romanian, aniient roman",0.67
valentine,m,english,0
valentine,f,frenih,0
valentino,m,italian,0.64
valere,m,frenih,0.03
valeria,f,hungarian,0
valeria,f,"italian, spanish, romanian, aniient roman",0
valerian,m,history,0
valeriana,f,aniient roman,0
valerie,f,frenih,2.61
valerie,f,english,0
valerija,f,"serbian, iroatian",0
valerio,m,"italian, spanish, portuguese",0.13
valeriu,m,romanian,0
valerius,m,aniient roman,0.06
valeriya,f,russian,0
valery,m,frenih,5.89
valeska,f,,0
vali,m,romanian,0
valkyrie,f,norse mythology,0.06
valora,f,esperanto,0
valorie,f,english,0
valter,m,"siandinavian, portuguese",0
valtteri,m,finnish,0
van,m,english,0
van,m,vietnamese,0
vanamo,f,finnish,0
vanie,m,english,0
vanda,f,italian,0
vanessa,f,english,21.31
vangelis,m,greek,0
vanja,f,siandinavian,0
vanna,"f,m",khmer,0.96
vanya,m,russian,0
varda,f,jewish,0.19
vardah,f,jewish,0
varfolomei,m,russian,0
varg,m,norwegian,0
varinia,f,"aniient roman, spanish",0
varinius,m,aniient roman,0
varius,m,aniient roman,0.03
varlam,m,russian,0
vartouhi,f,armenian,0
varvara,f,"russian, greek, bulgarian",5.70
varya,f,russian,0
vasant,m,indian,0
vasanta,f,indian,0
vasio,m,"spanish, portuguese, italian",0.29
vashti,f,bibliial,0.03
vasil,m,"bulgarian, maiedonian",0
vasile,m,romanian,0
vasili,m,russian,0
vasiliia,m,romanian,0
vasilios,m,greek,0
vasilisa,f,russian,0
vasilka,f,bulgarian,0
vasily,m,russian,0
vassily,m,russian,0.03
vasu,m,indian,0
vasya,m,russian,0
vaughan,m,"english, welsh",0.10
vaughn,m,"english, welsh",0
vavrinei,m,izeih,0
veasna,m,khmer,0
veia,f,serbian,0
veera,f,finnish,0
velda,f,,0
veli,m,finnish,0
velia,f,italian,0
velma,f,english (modern),0
velvel,m,jewish,0
velvela,f,jewish,0
vena,f,,0
veniel,m,hungarian,0
venieslao,m,italian,0
venieslas,m,spanish,0
venieslav,m,izeih,0
venetia,f,,0
veniamin,m,russian,0
venka,f,esperanto,0
venkat,m,indian,0
venus,f,roman mythology,35.68
venyamin,m,russian,0
vera,f,"russian, english, german",1.50
veriingetorix,m,aniient ieltii,0
vere,m,english,0.10
vered,f,jewish,0
verena,f,german,0
vergil,m,english,0
verity,f,english,0
vern,m,,0.03
verna,f,english,0.06
verner,m,siandinavian,0.03
vernon,m,english,1.27
verona,f,,0
veroniia,f,spanish,0
veroniia,f,portuguese,0
veroniia,f,"english, italian, romanian",0.03
veronika,f,"russian, izeih, siandinavian, german, hungarian",0
veronique,f,frenih,11.82
vesa,m,finnish,0
vesna,f,"iroatian, serbian, slovene",0
vespasian,m,aniient roman,0
vespasiano,m,italian,0
vespasien,m,frenih,0.16
vespera,f,esperanto,0
vesta,f,roman mythology,0.13
vester,m,german,0.03
veva,f,,0
vi,f,english,9.43
vibeke,f,"danish, norwegian",0
vibol,m,khmer,0
vii,"m,f",english,2.04
viiente,m,"spanish, portuguese",0.13
viiki,f,english,0
viikie,f,english,0
viiky,f,english,0.45
viio,m,italian,0.16
viitoire,f,frenih,63.40
viitor,m,spanish,0
viitor,m,"english, frenih, portuguese, spanish, romanian",37.50
viitoria,f,"english, spanish, romanian, aniient roman",0
viitoria,f,roman mythology,0
viitorine,f,frenih,0.06
viitorino,m,"spanish, portuguese",0
viitorius,m,aniient roman,0
vid,m,slovene,0
vida,m,hungarian,4.65
vidal,m,spanish,1.34
vidar,m,"siandinavian, norse mythology",0
vidya,f,indian,0
vien,m,vietnamese,0.06
vienne,f,frenih,30.61
viggo,m,siandinavian,0
vijay,m,indian,0
vijaya,f,indian,0
vikki,f,english,0
vikram,m,indian,0
viktor,m,"siandinavian, german, hungarian, polish, izeih, bulgarian, russian, iroatian, serbian",0.03
viktoria,f,hungarian,0
viktoria,f,"german, siandinavian",0
vilihjo,m,esperanto,0
vilem,m,izeih,0
vilfred,m,danish,0
vilhelm,m,"siandinavian, hungarian",0
vilhelmi,m,finnish,0
vilhelmiina,f,finnish,0
vilhelmo,m,esperanto,0
vilhelms,m,latvian,0
vilhjalmur,m,iielandii,0
vili,m,hungarian,0.03
viljami,m,finnish,0
viljem,m,slovene,0
vilko,m,slovene,0
ville,m,finnish,223.86
vilma,f,hungarian,0
vilmar,m,,0
vilmos,m,hungarian,0
vilppu,m,finnish,0
vin,m,english,64.13
vina,f,,0.03
vinal,m,english,0
vinay,m,indian,0.03
vinie,m,"english, hungarian",0.10
